molecule_chembl_id,smiles,activity_type
CHEMBL101028,CN(CCOCCNC(=S)Nc1ccc(OC(F)(F)F)cc1)Cc1ccccc1,active
CHEMBL329733,CCN(CCOCCNC(=O)NCc1ccccc1)CC1CCCCC1,inactive
CHEMBL1083789,NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL258928,NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1083790,NCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1084092,NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1084093,NCCCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1083791,CN(C)CCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1084094,CN(C)CCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1084095,CN(C)CCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1084367,CN(C)CCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1084368,CN(C)CCCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1084369,c1ccc2c(NCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3,active
CHEMBL1084096,c1ccc2c(NCCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3,active
CHEMBL1084530,c1ccc2c(NCCCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3,active
CHEMBL1084531,c1ccc2c(NCCCCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3,active
CHEMBL1084774,c1ccc(NCCCCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,active
CHEMBL1084775,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,active
CHEMBL1082738,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,active
CHEMBL1082739,c1ccc2c(NCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,active
CHEMBL118752,Nc1c2c(nc3ccccc13)CCC2,active
CHEMBL330883,Nc1c2c(nc3ccccc13)CCCCC2,active
CHEMBL331637,CC12CCC(c3c1nc1ccccc1c3N)C2(C)C,inactive
CHEMBL89012,Nc1c2c(nc3ccccc13)-c1ccccc1CC2,inactive
CHEMBL118033,COc1ccc2c(c1)CCc1c-2nc2ccccc2c1N,inactive
CHEMBL1084952,Nc1c2c(nc3ccccc13)-c1cc(Br)ccc1CC2,inactive
CHEMBL332454,Nc1c2c(nc3ccccc13)-c1ccccc1CCC2,inactive
CHEMBL119634,COc1ccc2c(c1)CCCc1c-2nc2ccccc2c1N,inactive
CHEMBL118139,Nc1c2c(nc3ccccc13)CCCc1ccccc1-2,inactive
CHEMBL117826,Nc1c2ccccc2nc2c1cnc1cc(Cl)ccc12,inactive
CHEMBL115697,Nc1c2c(nc3ccccc13)-c1ccccc1NCC2,inactive
CHEMBL325203,Nc1c2c(nc3ccccc13)-c1ccccc1NCCC2,inactive
CHEMBL115580,CC1Cc2c(nc3ccccc3c2N)C1(C)O,inactive
CHEMBL119528,CCCCC1(O)c2nc3ccccc3c(N)c2CC1C,inactive
CHEMBL119389,CCCCC1=C(C)Cc2c1nc1ccccc1c2N,inactive
CHEMBL1085276,O=C1c2ccccc2CC1CC1CCN(c2ccccc2)CC1,active
CHEMBL1083678,O=C1c2ccccc2CCCC1CC1CCN(c2ccccc2)CC1,inactive
CHEMBL1083982,COc1cc2c(cc1OC)C(=O)C(CC1CCN(c3ccccc3)CC1)C2,active
CHEMBL1083056,COc1cc2c(cc1OC)C(O)C(CC1CCN(c3ccccc3)CC1)C2,active
CHEMBL1086245,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(C(=O)c3ccccc3)cc2)c1,active
CHEMBL1086246,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(Cc3ccccc3)cc2)c1,active
CHEMBL1086247,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1,active
CHEMBL1086248,CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1,active
CHEMBL1084276,CNC(=O)Oc1cccc(CN(C)CC#CCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active
CHEMBL94054,Cc1cc(-c2ccccc2)n[nH]c1=NCCC1CCN(Cc2ccccc2)CC1,active
CHEMBL90241,CC(C)c1cc(-c2ccccc2)n[nH]c1=NCCC1CCN(Cc2ccccc2)CC1,active
CHEMBL91240,Cc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1,active
CHEMBL90264,CCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1,active
CHEMBL91432,CCCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1,active
CHEMBL91774,c1ccc(CN2CCC(CCN=c3[nH]nc(-c4ccccc4)c4ccccc34)CC2)cc1,active
CHEMBL421501,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3,active
CHEMBL76014,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3,active
CHEMBL74827,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3,active
CHEMBL73800,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,active
CHEMBL75305,c1cnc2nc3c(c(NCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,active
CHEMBL76173,c1cnc2nc3c(c(NCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,active
CHEMBL1084776,Cc1ccc2c(Nc3ccccc3)c3c(nc2c1)CCCC3,active
CHEMBL1084777,Clc1ccc2c(Nc3ccccc3)c3c(nc2c1)CCCC3,active
CHEMBL1083374,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cc(O)c(O)c(O)c2)C3=O)c1,active
CHEMBL224158,O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL224335,O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,active
CHEMBL1083983,O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1083984,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL224336,CN(CCCNC(=O)CCc1c[nH]c2ccccc12)CCCNc1c2c(nc3ccccc13)CCCC2,active
CHEMBL388575,O=C(NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,active
CHEMBL224998,O=C(NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,active
CHEMBL388627,O=C(NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,active
CHEMBL388615,O=C(NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1n[nH]c2ccccc12,active
CHEMBL427342,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,active
CHEMBL185896,CC(Cc1ccc(O)cc1)C1CCC(C)C(c2ccc(O)cc2)C1,active
CHEMBL325109,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,active
CHEMBL1085465,CCCc1cc(N2CCC=N2)ccc1C(=O)O/N=C(\N)c1ccc(C(F)(F)F)cc1,inactive
CHEMBL189875,COc1ccc(/N=C/c2cn(-c3ccc(OC)cc3)cc2/C=N/c2ccc(OC)cc2)cc1,inactive
CHEMBL187017,Cc1cc(C2(c3cc(C)c(O)c(C)c3)CCCCC2)cc(C)c1O,inactive
CHEMBL186349,Cc1c(/N=C/c2ccccc2O)cc2c(c1N)C(C)(C)CC2(C)C,inactive
CHEMBL187370,CN(C)c1ccc(-c2c3cc(O)c(=O)cc-3oc3cc(O)c(O)cc23)cc1,inactive
CHEMBL186400,Cc1nc(N)ncc1-c1nnnn1-c1ccc(-c2ccccc2)cc1,inactive
CHEMBL328085,O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,inactive
CHEMBL1085702,Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21.[Cl-],active
CHEMBL1085703,COc1ccccc1CN(C)CCCN(C)CCCNCCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Cl-],active
CHEMBL211471,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-],active
CHEMBL1173604,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)(C)C1N2C.[Br-],active
CHEMBL1173605,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CC[N+](C)(C)C12.[Br-],active
CHEMBL1172913,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)(C)C1N2C.[Br-],active
CHEMBL1173624,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CC[N+](C)(C)C2N3C)cc1.[Br-],active
CHEMBL1173090,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CC[N+](C)(CCc4ccccc4)C2N3C)cc1.[Br-],active
CHEMBL1213295,O=C(CCCN1C(=O)c2ccccc2C1=O)N1CCCCCC1,active
CHEMBL1243360,CCOC(=O)C1=CN(C)c2cccc(OC(=O)N(C)C)c2C1,active
CHEMBL1243329,CNC(=O)Oc1ccc2c(c1)SC[C@@H]1CCN(C)[C@H]21,active
CHEMBL1243359,CNC(=O)Oc1ccc2c(c1)CC[C@@H]1CCN(C)[C@H]21,active
CHEMBL11833,CNC(=O)Oc1ccc2c(c1)OC[C@@H]1CCN(C)[C@H]21,active
CHEMBL1240668,C[C@H](c1cccc(OC(=O)N(C)C)c1)N1CCCCC1,active
CHEMBL1243297,C[C@@]12CCN(Cc3ccccc3)[C@@H]1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,inactive
CHEMBL1243140,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2,active
CHEMBL132285,CN(C)Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,active
CHEMBL335167,CCc1cccc(CC)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active
CHEMBL1241457,CCNC(=O)Oc1ccc2c(c1)C1(C)COC(O2)O1,active
CHEMBL131825,CN(C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C)c1ccccc1,active
CHEMBL1243203,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C=O)[C@@H]12,active
CHEMBL1243111,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(Cc3ccccc3)[C@@H]12,active
CHEMBL1243076,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2Cc1ccccc1,active
CHEMBL1243298,CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12,active
CHEMBL519475,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)([O-])[C@@H]1N2C,active
CHEMBL129837,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,active
CHEMBL295462,CNC(=O)Oc1ccc2c(c1)c(C)cn2Nc1ccncc1F,active
CHEMBL1241427,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2,active
CHEMBL1243012,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2,active
CHEMBL1257997,CCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,inactive
CHEMBL1257887,CCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,inactive
CHEMBL1257885,CCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,active
CHEMBL1257767,CCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,active
CHEMBL1257766,CCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,active
CHEMBL1257413,CCCCCCCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,inactive
CHEMBL1257525,CCCCCCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,active
CHEMBL1257412,CCCCCCCCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,inactive
CHEMBL1276594,O=P(NN1CCOCC1)(NN1CCOCC1)Oc1ccccc1,inactive
CHEMBL1276534,O=C(NP(=O)(NN1CCOCC1)NN1CCOCC1)c1ccccc1,inactive
CHEMBL1276567,O=C(NP(=O)(NN1CCCCC1)NN1CCCCC1)c1ccccc1,inactive
CHEMBL1275924,O=P(O)(NN1CCCCC1)Oc1ccccc1,inactive
CHEMBL1642977,CC(C)(C)c1cc[n+](CCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],active
CHEMBL594629,CC(C)(C)c1cc[n+](CCCCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],active
CHEMBL1642979,CC(C)(C)c1cc[n+](CCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],active
CHEMBL1642976,CC(C)(C)c1cc[n+](CCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],active
CHEMBL1642988,CC(C)(C)c1cc[n+](/C=C2\C=CC3=CC/C(=C\[n+]4ccc(C(C)(C)C)cc4)C=C3C2)cc1.[Br-].[Br-],active
CHEMBL1642980,CC(C)(C)c1cc[n+](CCCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],active
CHEMBL1642975,CC(C)(C)c1cc[n+](CCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],active
CHEMBL1642978,CC(C)(C)c1cc[n+](CCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],active
CHEMBL1642987,CC(C)(C)c1cc[n+](Cc2ccc(C[n+]3ccc(C(C)(C)C)cc3)cc2)cc1.[Br-].[Br-],active
CHEMBL1642986,CC(C)(C)c1cc[n+](Cc2cccc(C[n+]3ccc(C(C)(C)C)cc3)c2)cc1.[Br-].[Br-],active
CHEMBL1642985,CC(C)(C)c1cc[n+](Cc2ccccc2C[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],inactive
CHEMBL1642981,CC(C)(C)c1cc[n+](COC[n+]2ccc(C(C)(C)C)cc2)cc1.[Cl-].[Cl-],inactive
CHEMBL1642972,CC(C)(C)c1cc[n+](CCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],inactive
CHEMBL1642971,CC(C)(C)c1cc[n+](CC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],inactive
CHEMBL1642982,CC(C)(C)c1cc[n+](CCOCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],inactive
CHEMBL1642970,CC(C)(C)c1cc[n+](C[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],inactive
CHEMBL1642974,CC(C)(C)c1cc[n+](CCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],inactive
CHEMBL426113,O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],inactive
CHEMBL451825,O/N=C/c1cc[n+](C[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],inactive
CHEMBL1644323,O/N=C/c1cc[n+](CCC[n+]2ccc(-c3ccccc3)cc2)cc1.[Br-].[Br-],inactive
CHEMBL1644325,CC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],inactive
CHEMBL1644328,N/C(=N\O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],inactive
CHEMBL1651044,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C=C[C@H]4C(C)(C)[C@@H](N(C)C)[C@H](O)C[C@@]45C[C@@]35CC[C@]12C)N(C)C,inactive
CHEMBL1651045,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC3=CC[C@]12C)CC[C@H](N(C)C)[C@@H]4C)N(C)C,inactive
CHEMBL1651046,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC3=CC[C@]12C)CC[C@H](N(C)C)C4(C)C)N(C)C,inactive
CHEMBL1651041,CC(=O)O[C@@H]1C[C@@]2(C)[C@@H]3C[C@H]4OC[C@@]5(C)[C@@H](NC(=O)c6ccccc6)C=C[C@@](O)(CC3=CC[C@]2(C)[C@H]1[C@H](C)N(C)C)[C@@H]45,inactive
CHEMBL1651040,CC(=O)O[C@@H]1C[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(CO)[C@@H](NC(=O)c5ccccc5)C=C[C@]4(O)CC3=CC[C@]2(C)[C@H]1[C@H](C)N(C)C,inactive
CHEMBL1651047,C[C@@H]([C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC3=CC[C@]12C)CC[C@H](N(C)C)C4(C)C)N(C)C,inactive
CHEMBL1651048,C/C=C1/C(=O)C[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](N(C)C)CC[C@@]45C[C@@]35CC[C@]12C,inactive
CHEMBL1651038,CN[C@H]1CCC2=CC3=CC[C@]4(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]4(C)[C@@H]3CC[C@H]2C1(C)C,inactive
CHEMBL1669479,C[N+](C)(CCNC(=O)C(=O)NCC[N+](C)(C)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],active
CHEMBL1669480,[Br-].[Br-].c1ccc2c[n+](C[n+]3ccc4ccccc4c3)ccc2c1,inactive
CHEMBL1669481,[Br-].[Br-].c1ccc2c[n+](CCC[n+]3ccc4ccccc4c3)ccc2c1,inactive
CHEMBL1669482,[Br-].[Br-].c1ccc2c[n+](CCCC[n+]3ccc4ccccc4c3)ccc2c1,inactive
CHEMBL1669483,[Br-].[Br-].c1ccc2c[n+](CCCCC[n+]3ccc4ccccc4c3)ccc2c1,inactive
CHEMBL1669484,[Br-].[Br-].c1ccc2c[n+](CCCCCC[n+]3ccc4ccccc4c3)ccc2c1,active
CHEMBL1669485,[Br-].[Br-].c1ccc2c[n+](CCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,active
CHEMBL1669486,[Br-].[Br-].c1ccc2c[n+](CCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,active
CHEMBL104553,[Br-].[Br-].c1ccc2c[n+](CCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,active
CHEMBL1643944,[Br-].[Br-].c1ccc2c[n+](CCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,active
CHEMBL104613,[Br-].[Br-].c1ccc2c[n+](CCCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,active
CHEMBL105537,[Br-].[Br-].c1ccc2c[n+](CCCCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,inactive
CHEMBL1669488,[Br-].[Br-].c1ccc2c[n+](CCOCC[n+]3ccc4ccccc4c3)ccc2c1,inactive
CHEMBL1669490,C(=C\C[n+]1ccc2ccccc2c1)\C[n+]1ccc2ccccc2c1.[Cl-].[Cl-],inactive
CHEMBL1669491,[Br-].[Br-].c1ccc(C[n+]2ccc3ccccc3c2)c(C[n+]2ccc3ccccc3c2)c1,inactive
CHEMBL1669493,[Br-].[Br-].c1ccc2c[n+](Cc3ccc(C[n+]4ccc5ccccc5c4)cc3)ccc2c1,inactive
CHEMBL1669494,[Br-].[Br-].c1ccc2c[n+](Cc3ccc4ccc(C[n+]5ccc6ccccc6c5)cc4c3)ccc2c1,active
CHEMBL1668333,CC(C)=CC(=O)C[C@H](C)c1ccc(C)cc1,inactive
CHEMBL1668334,Cc1ccc([C@@H](C)CC(=O)CC(C)C)cc1,inactive
CHEMBL1761992,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCC[n+]1cccc2ccccc21,inactive
CHEMBL601410,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCC[n+]1cccc2ccccc21,inactive
CHEMBL1761994,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCCC[n+]1cccc2ccccc21,active
CHEMBL1761995,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCCCC[n+]1cccc2ccccc21,active
CHEMBL105017,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCCCCC[n+]1cccc2ccccc21,active
CHEMBL225577,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCCCCCC[n+]1cccc2ccccc21,active
CHEMBL105257,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCCCCCCC[n+]1cccc2ccccc21,active
CHEMBL104387,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCCCCCCCC[n+]1cccc2ccccc21,active
CHEMBL1761996,[Cl-].[Cl-].c1ccc2c(c1)ccc[n+]2COC[n+]1cccc2ccccc21,inactive
CHEMBL1761997,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCOCC[n+]1cccc2ccccc21,inactive
CHEMBL1762000,[Br-].[Br-].c1ccc(C[n+]2cccc3ccccc32)c(C[n+]2cccc3ccccc32)c1,inactive
CHEMBL1762001,[Br-].[Br-].c1cc(C[n+]2cccc3ccccc32)cc(C[n+]2cccc3ccccc32)c1,inactive
CHEMBL1762003,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2Cc1ccc2ccc(C[n+]3cccc4ccccc43)cc2c1,active
CHEMBL32823,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,active
CHEMBL1677,Cl.Nc1c2c(nc3ccccc13)CCCC2,active
CHEMBL1766151,CC1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,inactive
CHEMBL1084213,CN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,inactive
CHEMBL1084212,c1ccc2c(CNc3ccnc(N4CCSCC4)n3)cccc2c1,inactive
CHEMBL1084211,c1ccc2c(CNc3ccnc(N4CCOCC4)n3)cccc2c1,inactive
CHEMBL1766150,CC(=O)N1CCN(c2nccc(NCCc3ccccc3)n2)CC1,inactive
CHEMBL1082980,CN1CCN(c2nccc(NCCc3ccccc3)n2)CC1,inactive
CHEMBL1082979,c1ccc(CCNc2ccnc(N3CCSCC3)n2)cc1,inactive
CHEMBL1085505,c1ccc(CCNc2ccnc(N3CCOCC3)n2)cc1,inactive
CHEMBL1766149,c1ccc(CNc2ccnc(N3CCNCC3)n2)cc1,inactive
CHEMBL1766148,O=S1(=O)CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1766147,[O-][S+]1CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1766146,c1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,inactive
CHEMBL1766145,FC(F)(F)c1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,inactive
CHEMBL1766144,Fc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,inactive
CHEMBL1766143,Brc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,inactive
CHEMBL1766142,Clc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,inactive
CHEMBL1766141,COCCN1CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1766140,OCCN1CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1766139,CCCN1CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1766020,CC(C)C1CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1766019,CC(C)N1CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1766018,c1ccc(CNc2ccnc(N3CCN(C4CCCCC4)CC3)n2)cc1,inactive
CHEMBL1766017,CC(C)(C)OC(=O)N1CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1766016,CC(=O)N1CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1082977,CC1CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1084808,CN1CCN(c2nccc(NCc3ccccc3)n2)CC1,inactive
CHEMBL1086014,c1ccc(CNc2ccnc(N3CCSCC3)n2)cc1,inactive
CHEMBL1085781,c1ccc(CNc2ccnc(N3CCOCC3)n2)cc1,inactive
CHEMBL1770550,O=C1C=C(NCCCNCc2cc3ccccc3o2)C(=O)C=C1NCCCNCc1cc2ccccc2o1,inactive
CHEMBL188821,[Br-].[Br-].c1cc(C[n+]2ccc(N3CCCCC3)cc2)ccc1C[n+]1ccc(N2CCCCC2)cc1,active
CHEMBL187404,[Br-].[Br-].c1cc(C[n+]2ccc(N3CCCCC3)cc2)cc(-c2cccc(C[n+]3ccc(N4CCCCC4)cc3)c2)c1,active
CHEMBL1771549,[Br-].[Br-].c1cc(C[N+]23CCC(CC2)CC3)cc(-c2cccc(C[N+]34CCC(CC3)CC4)c2)c1,active
CHEMBL1771556,COc1cc2c(cc1OC)CN(c1cc[n+](Cc3ccc(C[n+]4ccc(N5CCCCC5)cc4)cc3)cc1)CC2.[Br-].[Br-],active
CHEMBL1773478,CCN(CC)CC(=O)Nc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,active
CHEMBL1773479,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(NC(=O)CN3CCCCC3)cc2)cc1,active
CHEMBL1773480,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(NC(=O)CN3CCOCC3)cc2)cc1,active
CHEMBL1773481,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(NC(=O)CCCCN3CCCCC3)cc2)cc1,active
CHEMBL1773482,CCN(CC)CCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,active
CHEMBL1773483,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCCCC3)cc2)cc1,active
CHEMBL1773484,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCOCC3)cc2)cc1,active
CHEMBL1773486,CCN(CC)CCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,active
CHEMBL1773487,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCCCN3CCCCC3)cc2)cc1,active
CHEMBL1773488,CCN(CC)CCCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,active
CHEMBL1773489,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCCCCN3CCCCC3)cc2)cc1,active
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active
