molecule_chembl_id,type,relation,value,units,value_nM
CHEMBL317657,IC50,=,14.0,nM,14.0
CHEMBL260680,IC50,=,18.0,nM,18.0
CHEMBL406644,IC50,=,16.0,nM,16.0
CHEMBL261690,IC50,=,99.0,nM,99.0
CHEMBL408564,IC50,=,7.0,nM,7.0
CHEMBL101804,IC50,=,141.0,nM,141.0
CHEMBL407980,IC50,=,7.0,nM,7.0
CHEMBL260231,IC50,=,39.0,nM,39.0
CHEMBL408019,IC50,=,12.0,nM,12.0
CHEMBL407981,IC50,=,4.0,nM,4.0
CHEMBL427909,IC50,=,24.0,nM,24.0
CHEMBL259838,IC50,=,7.0,nM,7.0
CHEMBL260416,IC50,=,5.0,nM,5.0
CHEMBL405145,IC50,=,8.0,nM,8.0
CHEMBL260417,IC50,=,0.8,nM,0.8
CHEMBL259270,IC50,=,75.0,nM,75.0
CHEMBL259271,IC50,=,5.0,nM,5.0
CHEMBL406125,IC50,=,9.0,nM,9.0
CHEMBL261518,IC50,=,5.0,nM,5.0
CHEMBL409738,IC50,=,7.0,nM,7.0
CHEMBL261441,IC50,=,11.0,nM,11.0
CHEMBL259744,IC50,=,22.0,nM,22.0
CHEMBL261127,IC50,=,691.0,nM,691.0
CHEMBL261661,IC50,=,2697.0,nM,2697.0
CHEMBL261549,IC50,=,7.0,nM,7.0
CHEMBL261366,IC50,=,99.0,nM,99.0
CHEMBL347580,IC50,=,694.0,nM,694.0
CHEMBL156524,IC50,=,1412.0,nM,1412.0
CHEMBL156153,IC50,=,161.0,nM,161.0
CHEMBL346107,IC50,=,460.0,nM,460.0
CHEMBL158719,IC50,=,131.0,nM,131.0
CHEMBL160585,IC50,=,187.0,nM,187.0
CHEMBL155967,IC50,=,337.0,nM,337.0
CHEMBL435045,IC50,=,2285.0,nM,2285.0
CHEMBL156801,IC50,=,1398.0,nM,1398.0
CHEMBL351334,IC50,=,2613.0,nM,2613.0
CHEMBL158835,IC50,=,392.0,nM,392.0
CHEMBL347681,IC50,=,71.0,nM,71.0
CHEMBL160598,IC50,=,243.0,nM,243.0
CHEMBL156218,IC50,=,214.0,nM,214.0
CHEMBL346721,IC50,=,83.0,nM,83.0
CHEMBL160829,IC50,=,481.0,nM,481.0
CHEMBL158208,IC50,=,156.0,nM,156.0
CHEMBL156807,IC50,=,390.0,nM,390.0
CHEMBL351342,IC50,=,529.0,nM,529.0
CHEMBL160876,IC50,=,109.0,nM,109.0
CHEMBL347632,IC50,=,186.0,nM,186.0
CHEMBL347134,IC50,=,91.0,nM,91.0
CHEMBL156684,IC50,=,173.0,nM,173.0
CHEMBL156808,IC50,=,317.0,nM,317.0
CHEMBL347419,IC50,=,407.0,nM,407.0
CHEMBL160938,IC50,=,447.0,nM,447.0
CHEMBL160968,IC50,=,514.0,nM,514.0
CHEMBL346996,IC50,=,152.0,nM,152.0
CHEMBL156379,IC50,=,26.0,nM,26.0
CHEMBL159149,IC50,=,79.0,nM,79.0
CHEMBL352222,IC50,=,20.0,nM,20.0
CHEMBL345348,IC50,=,59.0,nM,59.0
CHEMBL155680,IC50,=,123.0,nM,123.0
CHEMBL158559,IC50,=,236.0,nM,236.0
CHEMBL345801,IC50,=,70.0,nM,70.0
CHEMBL346371,IC50,=,141.0,nM,141.0
CHEMBL158526,IC50,=,203.0,nM,203.0
CHEMBL349810,IC50,=,85.0,nM,85.0
CHEMBL346493,IC50,=,195.0,nM,195.0
CHEMBL157348,IC50,=,142.0,nM,142.0
CHEMBL160373,IC50,=,472.0,nM,472.0
CHEMBL346829,IC50,=,257.0,nM,257.0
CHEMBL160743,IC50,=,532.0,nM,532.0
CHEMBL156987,IC50,=,76.0,nM,76.0
CHEMBL345364,IC50,=,134.0,nM,134.0
CHEMBL422714,IC50,=,58.0,nM,58.0
CHEMBL160333,IC50,=,94.0,nM,94.0
CHEMBL351801,IC50,=,1478.0,nM,1478.0
CHEMBL160586,IC50,=,28.0,nM,28.0
CHEMBL158885,IC50,=,52.0,nM,52.0
CHEMBL322970,IC50,=,104.0,nM,104.0
CHEMBL155931,IC50,=,251.0,nM,251.0
CHEMBL346066,IC50,=,104.0,nM,104.0
CHEMBL349540,IC50,=,110.0,nM,110.0
CHEMBL345800,IC50,=,82.0,nM,82.0
CHEMBL157089,IC50,=,139.0,nM,139.0
CHEMBL160231,IC50,=,259.0,nM,259.0
CHEMBL156277,IC50,=,114.0,nM,114.0
CHEMBL156263,IC50,=,216.0,nM,216.0
CHEMBL156563,IC50,=,161.0,nM,161.0
CHEMBL345212,IC50,=,74.0,nM,74.0
CHEMBL350702,IC50,=,136.0,nM,136.0
CHEMBL157258,IC50,=,93.0,nM,93.0
CHEMBL157141,IC50,=,152.0,nM,152.0
CHEMBL160937,IC50,=,374.0,nM,374.0
CHEMBL156506,IC50,=,195.0,nM,195.0
CHEMBL347647,IC50,=,216.0,nM,216.0
CHEMBL434484,IC50,=,404.0,nM,404.0
CHEMBL160251,IC50,=,143.0,nM,143.0
CHEMBL348505,IC50,=,291.0,nM,291.0
CHEMBL347857,IC50,=,149.0,nM,149.0
CHEMBL350435,IC50,=,704.0,nM,704.0
CHEMBL351356,IC50,=,301.0,nM,301.0
CHEMBL265451,IC50,>,30.0,uM,30000.0
CHEMBL265193,IC50,>,30.0,uM,30000.0
CHEMBL259141,IC50,=,15.0,uM,15000.0
CHEMBL261249,IC50,=,11.0,uM,11000.0
CHEMBL263664,IC50,=,3.0,uM,3000.0
CHEMBL259998,IC50,=,0.6,uM,600.0
CHEMBL260000,IC50,=,1.4,uM,1400.0
CHEMBL409503,IC50,=,1.7,uM,1700.0
CHEMBL260463,IC50,=,1.4,uM,1400.0
CHEMBL406863,IC50,=,0.5,uM,500.0
CHEMBL260358,IC50,=,1.3,uM,1300.0
CHEMBL260577,IC50,=,2.0,uM,2000.0
CHEMBL405384,IC50,=,7.5,uM,7500.0
CHEMBL261247,IC50,>,30.0,uM,30000.0
CHEMBL406863,IC50,=,0.59,uM,590.0
CHEMBL263664,IC50,=,0.66,uM,660.0
CHEMBL259998,IC50,<,1.0,uM,1000.0
CHEMBL260000,IC50,=,0.45,uM,450.0
CHEMBL260577,IC50,=,0.59,uM,590.0
CHEMBL405384,IC50,=,0.59,uM,590.0
CHEMBL104264,IC50,=,15.0,uM,15000.0
CHEMBL98350,IC50,=,8.1,uM,8100.0
CHEMBL427726,IC50,=,0.35,uM,350.0
CHEMBL257821,IC50,=,5.0,uM,5000.0
CHEMBL256367,IC50,=,4.0,uM,4000.0
CHEMBL428252,IC50,=,1.13,uM,1130.0
CHEMBL257979,IC50,=,3.5,uM,3500.0
CHEMBL257980,IC50,=,3.48,uM,3480.0
CHEMBL256559,IC50,=,3.38,uM,3380.0
CHEMBL403640,IC50,=,3.0,uM,3000.0
CHEMBL257823,IC50,=,2.99,uM,2990.0
CHEMBL258029,IC50,=,2.61,uM,2610.0
CHEMBL402324,IC50,=,2.0,uM,2000.0
CHEMBL402325,IC50,=,1.48,uM,1480.0
CHEMBL255284,IC50,=,1.43,uM,1430.0
CHEMBL254794,IC50,=,1.33,uM,1330.0
CHEMBL255915,IC50,=,1.06,uM,1060.0
CHEMBL254758,IC50,=,0.9,uM,900.0
CHEMBL401654,IC50,=,0.89,uM,890.0
CHEMBL254961,IC50,=,0.86,uM,860.0
CHEMBL403309,IC50,=,0.86,uM,860.0
CHEMBL257993,IC50,=,0.71,uM,710.0
CHEMBL257992,IC50,=,0.71,uM,710.0
CHEMBL254582,IC50,=,0.69,uM,690.0
CHEMBL253532,IC50,=,0.63,uM,630.0
CHEMBL402228,IC50,=,0.41,uM,410.0
CHEMBL427726,IC50,=,16.0,uM,16000.0
CHEMBL428252,IC50,>,50.0,uM,50000.0
CHEMBL257993,IC50,=,19.15,uM,19150.0
CHEMBL254582,IC50,=,17.0,uM,17000.0
CHEMBL402228,IC50,=,23.0,uM,23000.0
CHEMBL254582,IC50,=,0.2,uM,200.0
CHEMBL404689,IC50,=,2.4,uM,2400.0
CHEMBL257562,IC50,=,4.0,uM,4000.0
CHEMBL256139,IC50,=,1.7,uM,1700.0
CHEMBL256346,IC50,>,10.0,uM,10000.0
CHEMBL403948,IC50,=,2.9,uM,2900.0
CHEMBL257188,IC50,=,0.15,uM,150.0
CHEMBL403856,IC50,=,3.5,uM,3500.0
CHEMBL253740,IC50,=,0.18,uM,180.0
CHEMBL253533,IC50,=,0.76,uM,760.0
CHEMBL401918,IC50,=,0.96,uM,960.0
CHEMBL256307,IC50,=,4.17,uM,4170.0
CHEMBL256306,IC50,=,0.49,uM,490.0
CHEMBL428596,IC50,=,1.17,uM,1170.0
CHEMBL256987,IC50,=,0.54,uM,540.0
CHEMBL404687,IC50,=,3.2,uM,3200.0
CHEMBL257370,IC50,=,230.0,nM,230.0
CHEMBL403385,IC50,=,125.0,nM,125.0
CHEMBL255905,IC50,=,41.0,nM,41.0
CHEMBL254155,IC50,=,744.0,nM,744.0
CHEMBL404174,IC50,=,198.0,nM,198.0
CHEMBL254350,IC50,=,169.0,nM,169.0
CHEMBL404175,IC50,=,105.0,nM,105.0
CHEMBL257575,IC50,=,51.0,nM,51.0
CHEMBL257577,IC50,=,75.0,nM,75.0
CHEMBL253748,IC50,=,26.0,nM,26.0
CHEMBL253956,IC50,=,23.0,nM,23.0
CHEMBL404242,IC50,=,477.0,nM,477.0
CHEMBL402541,IC50,=,13.0,nM,13.0
CHEMBL402969,IC50,=,92.0,nM,92.0
CHEMBL255735,IC50,=,7.0,nM,7.0
CHEMBL255948,IC50,=,279.0,nM,279.0
CHEMBL256517,IC50,=,281.0,nM,281.0
CHEMBL404565,IC50,=,24.0,nM,24.0
CHEMBL402932,IC50,=,49.0,nM,49.0
CHEMBL256518,IC50,=,628.0,nM,628.0
CHEMBL256366,IC50,=,2800.0,nM,2800.0
CHEMBL402902,IC50,=,3.0,nM,3.0
CHEMBL514554,IC50,>,1000.0,nM,1000.0
CHEMBL450786,IC50,>,10.0,uM,10000.0
CHEMBL524266,IC50,=,0.146,uM,146.0
CHEMBL495727,IC50,=,1.0,nM,1.0
CHEMBL525194,IC50,=,1.6,uM,1600.0
CHEMBL523747,IC50,=,25.0,uM,25000.0
CHEMBL496778,IC50,=,25.0,uM,25000.0
CHEMBL496779,IC50,=,3.2,uM,3200.0
CHEMBL503212,IC50,>,32.0,uM,32000.0
CHEMBL495570,IC50,>,32.0,uM,32000.0
CHEMBL495771,IC50,=,25.0,uM,25000.0
CHEMBL497196,IC50,=,25.0,uM,25000.0
CHEMBL497398,IC50,=,25.0,uM,25000.0
CHEMBL445757,IC50,=,25.0,uM,25000.0
CHEMBL446024,IC50,>,32.0,uM,32000.0
CHEMBL513330,IC50,=,10.0,uM,10000.0
CHEMBL524901,IC50,=,32.0,uM,32000.0
CHEMBL359554,IC50,=,0.032,uM,32.0
CHEMBL468963,IC50,=,0.016,uM,16.0
CHEMBL513354,IC50,=,0.079,uM,79.0
CHEMBL188938,IC50,=,0.005,uM,5.0
CHEMBL526110,IC50,=,0.002,uM,2.0
CHEMBL359794,IC50,=,0.005,uM,5.0
CHEMBL495696,IC50,=,0.01,uM,10.0
CHEMBL497564,IC50,=,0.008,uM,8.0
CHEMBL523735,IC50,=,0.02,uM,20.0
CHEMBL524059,IC50,=,0.05,uM,50.0
CHEMBL359963,IC50,=,0.016,uM,16.0
CHEMBL495751,IC50,=,0.02,uM,20.0
CHEMBL522718,IC50,>,25.0,uM,25000.0
CHEMBL496162,IC50,=,0.85,uM,850.0
CHEMBL521871,IC50,=,0.69,uM,690.0
CHEMBL495545,IC50,=,0.2,uM,200.0
CHEMBL485745,IC50,=,2.2,uM,2200.0
CHEMBL460702,IC50,>,2000.0,nM,2000.0
CHEMBL259850,IC50,=,41.8,nM,41.8
CHEMBL102714,IC50,=,50.0,nM,50.0
CHEMBL301138,IC50,=,35.0,nM,35.0
CHEMBL477038,IC50,=,0.35,nM,0.35
CHEMBL516261,IC50,=,23.8,nM,23.8
CHEMBL489210,IC50,=,3.5,nM,3.5
CHEMBL523435,IC50,=,247.0,nM,247.0
CHEMBL489407,IC50,=,184.0,nM,184.0
CHEMBL522590,IC50,=,0.95,nM,0.95
CHEMBL521774,IC50,=,870.0,nM,870.0
CHEMBL490639,IC50,=,1290.0,nM,1290.0
CHEMBL489413,IC50,=,4090.0,nM,4090.0
CHEMBL522760,IC50,=,260.0,nM,260.0
CHEMBL489421,IC50,=,7160.0,nM,7160.0
CHEMBL489422,IC50,=,7.0,nM,7.0
CHEMBL505673,IC50,=,7.5,nM,7.5
CHEMBL489833,IC50,=,0.51,nM,0.51
CHEMBL489435,IC50,=,25.3,nM,25.3
CHEMBL489845,IC50,=,48.3,nM,48.3
CHEMBL490044,IC50,=,335.0,nM,335.0
CHEMBL523113,IC50,=,42.0,nM,42.0
CHEMBL489043,IC50,=,88.7,nM,88.7
CHEMBL522751,IC50,=,34.5,nM,34.5
CHEMBL490860,IC50,=,180.0,nM,180.0
CHEMBL490861,IC50,=,13.2,nM,13.2
CHEMBL491064,IC50,=,235.0,nM,235.0
CHEMBL484685,IC50,=,16.1,nM,16.1
CHEMBL483465,IC50,=,710.0,nM,710.0
CHEMBL483669,IC50,=,440.0,nM,440.0
CHEMBL520147,IC50,=,223.0,nM,223.0
CHEMBL503469,IC50,=,15.0,nM,15.0
CHEMBL482632,IC50,=,830.0,nM,830.0
CHEMBL522464,IC50,=,5.4,nM,5.4
CHEMBL491447,IC50,=,5.1,nM,5.1
CHEMBL491647,IC50,=,0.23,nM,0.23
CHEMBL490636,IC50,=,0.73,nM,0.73
CHEMBL490637,IC50,=,10.2,nM,10.2
CHEMBL490842,IC50,=,1.2,nM,1.2
CHEMBL489410,IC50,=,55.0,nM,55.0
CHEMBL491859,IC50,=,314.0,nM,314.0
CHEMBL516901,IC50,>,50.0,uM,50000.0
CHEMBL453402,IC50,>,50.0,uM,50000.0
CHEMBL477954,IC50,>,50.0,uM,50000.0
CHEMBL517818,IC50,>,50.0,uM,50000.0
CHEMBL517669,IC50,>,50.0,uM,50000.0
CHEMBL478516,IC50,>,50.0,uM,50000.0
CHEMBL478517,IC50,>,50.0,uM,50000.0
CHEMBL478704,IC50,>,50.0,uM,50000.0
CHEMBL34267,IC50,>,50.0,uM,50000.0
CHEMBL287508,IC50,=,1.5,uM,1500.0
CHEMBL476236,IC50,>,50.0,uM,50000.0
CHEMBL35864,IC50,>,50.0,uM,50000.0
CHEMBL507162,IC50,>,50.0,uM,50000.0
CHEMBL518732,IC50,=,11.0,uM,11000.0
CHEMBL286423,IC50,>,50.0,uM,50000.0
CHEMBL476851,IC50,=,17.0,uM,17000.0
CHEMBL444169,IC50,=,5.5,uM,5500.0
CHEMBL523586,IC50,=,20000.0,nM,20000.0
CHEMBL23327,IC50,>,10000.0,nM,10000.0
CHEMBL23254,IC50,>,10000.0,nM,10000.0
CHEMBL408019,IC50,=,8.0,nM,8.0
CHEMBL388978,IC50,=,0.0052,uM,5.2
CHEMBL507249,IC50,=,1.9,uM,1900.0
CHEMBL403233,IC50,=,10.2,uM,10200.0
CHEMBL223147,IC50,=,7.7,uM,7700.0
CHEMBL403233,IC50,=,10.0,uM,10000.0
CHEMBL461139,IC50,=,0.3,uM,300.0
CHEMBL461140,IC50,=,0.53,uM,530.0
CHEMBL500783,IC50,>,10.0,uM,10000.0
CHEMBL514247,IC50,>,10.0,uM,10000.0
CHEMBL456208,IC50,>,10.0,uM,10000.0
CHEMBL221959,IC50,>,10000.0,nM,10000.0
CHEMBL456218,IC50,=,65.0,nM,65.0
CHEMBL514401,IC50,=,44.0,nM,44.0
CHEMBL456219,IC50,=,210.0,nM,210.0
CHEMBL470360,IC50,=,54.0,nM,54.0
CHEMBL470565,IC50,=,220.0,nM,220.0
CHEMBL470566,IC50,=,94.0,nM,94.0
CHEMBL513040,IC50,=,200.0,nM,200.0
CHEMBL470567,IC50,=,280.0,nM,280.0
CHEMBL469736,IC50,=,91.0,nM,91.0
CHEMBL472249,IC50,=,68.0,nM,68.0
CHEMBL471015,IC50,=,630.0,nM,630.0
CHEMBL470167,IC50,=,13.0,nM,13.0
CHEMBL470168,IC50,=,28.0,nM,28.0
CHEMBL512144,IC50,=,5.7,nM,5.7
CHEMBL470380,IC50,=,340.0,nM,340.0
CHEMBL451857,IC50,=,330.0,nM,330.0
CHEMBL454974,IC50,>,10000.0,nM,10000.0
CHEMBL513576,IC50,=,680.0,nM,680.0
CHEMBL471430,IC50,=,4.9,nM,4.9
CHEMBL499006,IC50,=,3.1,nM,3.1
CHEMBL469507,IC50,=,16.0,nM,16.0
CHEMBL513878,IC50,=,6.5,nM,6.5
CHEMBL469508,IC50,=,18.0,nM,18.0
CHEMBL469509,IC50,=,25.0,nM,25.0
CHEMBL471832,IC50,=,8.4,nM,8.4
CHEMBL471833,IC50,=,3.5,nM,3.5
CHEMBL472043,IC50,=,8.6,nM,8.6
CHEMBL513570,IC50,=,2.5,nM,2.5
CHEMBL516640,IC50,=,2.3,nM,2.3
CHEMBL461261,IC50,=,9.4,nM,9.4
CHEMBL461262,IC50,=,10.0,nM,10.0
CHEMBL26241,IC50,=,7149.0,nM,7149.0
CHEMBL449063,IC50,=,548.0,nM,548.0
CHEMBL458636,IC50,=,467.0,nM,467.0
CHEMBL458857,IC50,=,1012.0,nM,1012.0
CHEMBL512208,IC50,=,1863.0,nM,1863.0
CHEMBL458210,IC50,=,539.0,nM,539.0
CHEMBL259850,IC50,=,0.1,uM,100.0
CHEMBL325353,IC50,=,100.0,nM,100.0
CHEMBL182419,IC50,=,5.0,nM,5.0
CHEMBL102714,IC50,=,34.0,nM,34.0
CHEMBL322970,IC50,=,78.0,nM,78.0
CHEMBL6291,IC50,=,2.8,nM,2.8
CHEMBL361708,IC50,=,10.0,nM,10.0
CHEMBL388978,IC50,=,15.0,nM,15.0
CHEMBL126077,IC50,=,22.0,nM,22.0
CHEMBL564450,IC50,=,0.00014,uM,0.13999999999999999
CHEMBL362558,IC50,=,0.0011,uM,1.1
CHEMBL362814,IC50,=,0.0016,uM,1.6
CHEMBL549953,IC50,=,0.002,uM,2.0
CHEMBL6291,IC50,=,0.0028,uM,2.8
CHEMBL105477,IC50,=,0.006,uM,6.0
CHEMBL562023,IC50,=,0.007,uM,7.0
CHEMBL337300,IC50,=,0.009,uM,9.0
CHEMBL559559,IC50,=,0.03,uM,30.0
CHEMBL549804,IC50,=,0.036,uM,36.0
CHEMBL540245,IC50,=,0.039,uM,39.0
CHEMBL562089,IC50,=,0.04,uM,40.0
CHEMBL557354,IC50,=,0.065,uM,65.0
CHEMBL564006,IC50,=,0.08,uM,80.0
CHEMBL557273,IC50,=,0.16,uM,160.0
CHEMBL44541,IC50,=,2.0,uM,2000.0
CHEMBL554082,IC50,=,2.4,uM,2400.0
CHEMBL554295,IC50,=,3.0,uM,3000.0
CHEMBL550950,IC50,=,6.0,uM,6000.0
CHEMBL178179,IC50,=,22.0,uM,22000.0
CHEMBL77002,IC50,=,60.0,uM,60000.0
CHEMBL48082,IC50,=,350.0,uM,350000.0
CHEMBL50226,IC50,=,420.0,uM,420000.0
CHEMBL564829,IC50,>,10.0,uM,10000.0
CHEMBL560467,IC50,>,73.34,uM,73340.0
CHEMBL563143,IC50,=,30.6,uM,30600.0
CHEMBL552265,IC50,=,0.76,uM,760.0
CHEMBL559472,IC50,=,0.66,uM,660.0
CHEMBL549286,IC50,=,0.9,uM,900.0
CHEMBL552470,IC50,=,1.14,uM,1140.0
CHEMBL560187,IC50,=,0.55,uM,550.0
CHEMBL561929,IC50,=,0.48,uM,480.0
CHEMBL561066,IC50,=,0.14,uM,140.0
CHEMBL561930,IC50,=,0.95,uM,950.0
CHEMBL550925,IC50,=,0.31,uM,310.0
CHEMBL559040,IC50,=,13.58,uM,13580.0
CHEMBL552406,IC50,=,22.46,uM,22460.0
CHEMBL562814,IC50,=,2.26,uM,2260.0
CHEMBL559241,IC50,=,12.44,uM,12440.0
CHEMBL558317,IC50,=,12.45,uM,12450.0
CHEMBL564437,IC50,=,1.79,uM,1790.0
CHEMBL558512,IC50,=,0.26,uM,260.0
CHEMBL557647,IC50,=,0.85,uM,850.0
CHEMBL388978,IC50,=,0.2,uM,200.0
CHEMBL388978,IC50,=,0.056,uM,56.0
CHEMBL432684,IC50,=,13.7,uM,13700.0
CHEMBL459575,IC50,=,7.8,uM,7800.0
CHEMBL41016,IC50,=,4.2,uM,4200.0
CHEMBL38043,IC50,=,14.1,uM,14100.0
CHEMBL569595,IC50,=,6.9,uM,6900.0
CHEMBL460627,IC50,=,13.5,uM,13500.0
CHEMBL568905,IC50,=,6.4,uM,6400.0
CHEMBL290184,IC50,=,18.2,uM,18200.0
CHEMBL403233,IC50,=,12.3,uM,12300.0
CHEMBL92361,IC50,=,14.0,uM,14000.0
CHEMBL191384,IC50,=,0.04,uM,40.0
CHEMBL574591,IC50,=,35.0,nM,35.0
CHEMBL574159,IC50,=,35.0,nM,35.0
CHEMBL578628,IC50,=,38.0,nM,38.0
CHEMBL584757,IC50,=,42.0,nM,42.0
CHEMBL573257,IC50,=,50.0,nM,50.0
CHEMBL576183,IC50,=,54.0,nM,54.0
CHEMBL572973,IC50,=,66.0,nM,66.0
CHEMBL576165,IC50,=,69.0,nM,69.0
CHEMBL573486,IC50,=,74.0,nM,74.0
CHEMBL582853,IC50,=,77.0,nM,77.0
CHEMBL572779,IC50,=,100.0,nM,100.0
CHEMBL573007,IC50,=,110.0,nM,110.0
CHEMBL573933,IC50,=,160.0,nM,160.0
CHEMBL573192,IC50,=,180.0,nM,180.0
CHEMBL573480,IC50,=,200.0,nM,200.0
CHEMBL573487,IC50,=,210.0,nM,210.0
CHEMBL578861,IC50,=,280.0,nM,280.0
CHEMBL578427,IC50,=,200.0,nM,200.0
CHEMBL573266,IC50,=,790.0,nM,790.0
CHEMBL576336,IC50,>,1000.0,nM,1000.0
CHEMBL572560,IC50,=,270.0,nM,270.0
CHEMBL584146,IC50,>,1000.0,nM,1000.0
CHEMBL578634,IC50,>,1000.0,nM,1000.0
CHEMBL572793,IC50,=,72.0,nM,72.0
CHEMBL576540,IC50,=,81.0,nM,81.0
CHEMBL573716,IC50,>,1000.0,nM,1000.0
CHEMBL574600,IC50,=,680.0,nM,680.0
CHEMBL578428,IC50,>,1000.0,nM,1000.0
CHEMBL574601,IC50,=,94.0,nM,94.0
CHEMBL573267,IC50,=,130.0,nM,130.0
CHEMBL584976,IC50,=,13.0,nM,13.0
CHEMBL575021,IC50,=,140.0,nM,140.0
CHEMBL574588,IC50,=,34.0,nM,34.0
CHEMBL575882,IC50,=,190.0,nM,190.0
CHEMBL574613,IC50,=,20.0,nM,20.0
CHEMBL318208,IC50,=,0.4,microM,400.0
CHEMBL316485,IC50,=,2.1,microM,2100.0
CHEMBL99280,IC50,=,4.0,microM,4000.0
CHEMBL99779,IC50,=,10.0,microM,10000.0
CHEMBL316512,IC50,=,5.0,microM,5000.0
CHEMBL318471,IC50,=,0.2,microM,200.0
CHEMBL99423,IC50,=,140.0,microM,140000.0
CHEMBL325654,IC50,=,0.018,microM,18.0
CHEMBL95477,IC50,=,4.3,microM,4300.0
CHEMBL330398,IC50,=,16.0,microM,16000.0
CHEMBL319373,IC50,=,0.1,microM,100.0
CHEMBL317964,IC50,=,0.13,microM,130.0
CHEMBL299756,IC50,=,0.01,microM,10.0
CHEMBL329505,IC50,=,0.03,microM,30.0
CHEMBL99037,IC50,=,0.08,microM,80.0
CHEMBL98153,IC50,=,0.024,microM,24.0
CHEMBL430574,IC50,=,0.62,microM,620.0
CHEMBL50894,IC50,=,0.004,microM,4.0
CHEMBL296586,IC50,=,0.023,microM,23.0
CHEMBL328194,IC50,=,0.075,microM,75.0
CHEMBL578640,IC50,>,1000.0,microM,1000000.0
CHEMBL575107,IC50,>,10.0,microM,10000.0
CHEMBL583199,IC50,=,600.0,microM,600000.0
CHEMBL565663,IC50,>,10.0,microM,10000.0
CHEMBL573145,IC50,=,700.0,microM,700000.0
CHEMBL573425,IC50,>,100.0,microM,100000.0
CHEMBL577395,IC50,>,10.0,microM,10000.0
CHEMBL575951,IC50,>,10.0,microM,10000.0
CHEMBL572923,IC50,>,10.0,microM,10000.0
CHEMBL577566,IC50,>,10.0,microM,10000.0
CHEMBL568703,IC50,>,10.0,microM,10000.0
CHEMBL586055,IC50,>,10.0,microM,10000.0
CHEMBL575583,IC50,>,10.0,microM,10000.0
CHEMBL574919,IC50,>,10.0,microM,10000.0
CHEMBL574918,IC50,>,10.0,microM,10000.0
CHEMBL575106,IC50,>,10.0,microM,10000.0
CHEMBL574898,IC50,>,10.0,microM,10000.0
CHEMBL99779,IC50,=,10.0,microM,10000.0
CHEMBL331000,IC50,=,0.018,microM,18.0
CHEMBL575138,IC50,=,0.015,microM,15.0
CHEMBL334084,IC50,=,0.24,microM,240.0
CHEMBL567824,IC50,=,13.0,microM,13000.0
CHEMBL574233,IC50,=,1.2,microM,1200.0
CHEMBL582893,IC50,=,7.2,microM,7200.0
CHEMBL572922,IC50,=,30.0,microM,30000.0
CHEMBL102714,IC50,=,0.048,microM,48.0
CHEMBL570580,IC50,=,0.092,microM,92.0
CHEMBL571486,IC50,=,0.27,microM,270.0
CHEMBL578803,IC50,=,0.486,microM,486.0
CHEMBL569998,IC50,=,0.2,uM,200.0
CHEMBL569986,IC50,>,10.0,uM,10000.0
CHEMBL570667,IC50,>,100.0,uM,100000.0
CHEMBL570666,IC50,>,50.0,uM,50000.0
CHEMBL569046,IC50,=,0.31,uM,310.0
CHEMBL571525,IC50,=,65.0,uM,65000.0
CHEMBL565612,IC50,=,870.0,nM,870.0
CHEMBL595496,IC50,>,100.0,uM,100000.0
CHEMBL595727,IC50,>,100.0,uM,100000.0
CHEMBL596411,IC50,>,100.0,uM,100000.0
CHEMBL596399,IC50,>,100.0,uM,100000.0
CHEMBL596364,IC50,=,75.0,uM,75000.0
CHEMBL592930,IC50,>,100.0,uM,100000.0
CHEMBL595748,IC50,>,100.0,uM,100000.0
CHEMBL342402,IC50,=,2.5,uM,2500.0
CHEMBL611356,IC50,>,100.0,uM,100000.0
CHEMBL608419,IC50,>,100.0,uM,100000.0
CHEMBL274467,IC50,>,100.0,uM,100000.0
CHEMBL510714,IC50,>,100.0,uM,100000.0
CHEMBL596225,IC50,>,100.0,uM,100000.0
CHEMBL594822,IC50,>,100.0,uM,100000.0
CHEMBL595061,IC50,=,25.0,uM,25000.0
CHEMBL328441,IC50,>,100.0,uM,100000.0
CHEMBL595062,IC50,>,100.0,uM,100000.0
CHEMBL343821,IC50,=,25.0,uM,25000.0
CHEMBL143273,IC50,=,2.0,uM,2000.0
CHEMBL341572,IC50,=,1.0,uM,1000.0
CHEMBL335357,IC50,=,3.0,uM,3000.0
CHEMBL359135,IC50,=,50.0,uM,50000.0
CHEMBL141190,IC50,=,1.5,uM,1500.0
CHEMBL142415,IC50,>,100.0,uM,100000.0
CHEMBL143743,IC50,=,5.0,uM,5000.0
CHEMBL142327,IC50,=,75.0,uM,75000.0
CHEMBL423377,IC50,>,100.0,uM,100000.0
CHEMBL611357,IC50,=,5.0,uM,5000.0
CHEMBL140045,IC50,=,10.0,uM,10000.0
CHEMBL142764,IC50,=,10.0,uM,10000.0
CHEMBL357136,IC50,=,0.5,uM,500.0
CHEMBL142711,IC50,=,1.0,uM,1000.0
CHEMBL143525,IC50,=,50.0,uM,50000.0
CHEMBL341655,IC50,=,8.0,uM,8000.0
CHEMBL356459,IC50,=,5.0,uM,5000.0
CHEMBL344719,IC50,>,100.0,uM,100000.0
CHEMBL596446,IC50,>,100.0,uM,100000.0
CHEMBL594556,IC50,>,100.0,uM,100000.0
CHEMBL596352,IC50,=,1.0,uM,1000.0
CHEMBL593628,IC50,=,1.0,uM,1000.0
